Mon Nov 29 15:34:23 2021    output.dat

         47845633 function calls (47038913 primitive calls) in 40.326 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    91682    0.028    0.000    0.071    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:205(convert_yunits)
    22044    0.027    0.000    0.061    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1093(set_linewidth)
   105098    0.027    0.000    0.038    0.000 {built-in method builtins.hasattr}
     5824    0.027    0.000    0.679    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\scale.py:96(set_default_locators_and_formatters)
     4368    0.027    0.000    8.746    0.002 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:773(clear)
    60393    0.027    0.000    0.039    0.000 D:\Programs\Conda\lib\site-packages\numpy\lib\function_base.py:244(iterable)
    43734    0.026    0.000    0.262    0.000 <__array_function__ internals>:2(amin)
    14574    0.026    0.000    0.438    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1159(set_marker)
    23851    0.026    0.000    0.419    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2377(transform_affine)
    28663    0.026    0.000    0.297    0.000 <__array_function__ internals>:2(reshape)
    85860    0.026    0.000    0.036    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:1009(_normalize_font_family)
    15324    0.026    0.000    0.069    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:663(__call__)
    51712    0.025    0.000    0.075    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:1141(set_x)
    45815    0.025    0.000    0.033    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:390(get_transform)
    22044    0.025    0.000    0.195    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1217(set_markerfacecoloralt)
    43982    0.025    0.000    0.245    0.000 <__array_function__ internals>:2(amax)
     4960    0.025    0.000    0.025    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\_methods.py:87(_clip_dep_invoke_with_casting)
     4960    0.025    0.000    0.236    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1393(__sub__)
     2480    0.024    0.000    0.827    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1262(get_minorticklocs)
3538/2928    0.024    0.000    0.231    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\series.py:315(__init__)
    12510    0.023    0.000    0.044    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\path.py:190(_update_values)
     5824    0.023    0.000    0.088    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1635(set_major_locator)
     2480    0.022    0.000    1.124    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1068(<listcomp>)
     5824    0.022    0.000    0.055    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:2151(_staircase)
    18519    0.022    0.000    0.137    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:326(xmin)
    21229    0.022    0.000    0.272    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1972(rotate_deg)
     2976    0.022    0.000    0.663    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:675(union)
      400    0.022    0.000    0.067    0.000 {method 'dump' of '_pickle.Pickler' objects}
    71266    0.021    0.000    0.029    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\population.py:197(is_empty)
    22044    0.021    0.000    0.046    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1314(set_dash_joinstyle)
      400    0.021    0.000    0.090    0.000 D:\Programs\Conda\lib\site-packages\torch\serialization.py:457(_save)
   103626    0.021    0.000    0.021    0.000 {built-in method builtins.delattr}
     5824    0.021    0.000    0.044    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:535(__init__)
    56385    0.021    0.000    0.105    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\_asarray.py:86(asanyarray)
    28663    0.020    0.000    0.246    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:199(reshape)
    23505    0.020    0.000    0.027    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:32(_get_dash_pattern)
    21123    0.020    0.000    0.251    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:810(unit)
     7287    0.020    0.000    0.127    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:212(apply_tickdir)
     8664    0.020    0.000    2.187    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:239(set_clip_path)
    36435    0.020    0.000    0.116    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:343(_set_artist_props)
   103555    0.020    0.000    0.022    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backends\_backend_tk.py:231(draw_idle)
     4960    0.020    0.000    0.041    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\_methods.py:245(_ptp)
    22044    0.020    0.000    0.043    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1328(set_solid_joinstyle)
     6018    0.019    0.000    0.019    0.000 {built-in method builtins.round}
    21437    0.019    0.000    0.024    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:266(x0)
     4960    0.019    0.000    0.172    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1310(_get_tick_label_size)
    19962    0.019    0.000    0.290    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1987(getter)
    19511    0.019    0.000    0.122    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:341(ymax)
    50186    0.019    0.000    0.019    0.000 {method 'count' of 'str' objects}
     4960    0.019    0.000    1.370    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:2266(tick_values)
      793    0.019    0.000    0.025    0.000 {pandas._libs.lib.maybe_convert_objects}
    19263    0.019    0.000    0.120    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:331(ymin)
 2886/962    0.019    0.000    0.064    0.000 D:\Programs\Conda\lib\site-packages\torch\nn\modules\module.py:528(_apply)
    42930    0.019    0.000    0.040    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:902(set_math_fontfamily)
    18519    0.019    0.000    0.118    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:336(xmax)
    22349    0.019    0.000    0.033    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:632(axes)
    43793    0.019    0.000    0.024    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:1879(_str_equal)
    16551    0.019    0.000    0.023    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:356(intervalx)
    28402    0.018    0.000    0.020    0.000 {built-in method builtins.max}
     6514    0.018    0.000    0.130    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:531(update_position)
    22044    0.018    0.000    0.042    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1372(set_solid_capstyle)
     4960    0.018    0.000    1.462    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:2262(__call__)
3368/2408    0.018    0.000    9.659    0.004 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:917(set_clip_path)
     2823    0.018    0.000    1.789    0.001 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:294(draw)
     2912    0.018    0.000    3.562    0.001 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:833(set_tick_params)
     5997    0.018    0.000    0.018    0.000 {built-in method numpy.arange}
    59464    0.018    0.000    0.025    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
1708/1037    0.018    0.000    0.085    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:375(__new__)
    59278    0.017    0.000    0.017    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:222(axes)
    53441    0.017    0.000    0.021    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:1201(set_text)
      144    0.017    0.000    0.017    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
   103617    0.017    0.000    0.017    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:1771(is_saving)
     4960    0.017    0.000    0.767    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:799(set_locs)
     5949    0.017    0.000    0.099    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1290(update_from)
     3693    0.017    0.000    0.091    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1089(get_points)
    93323    0.016    0.000    0.016    0.000 {built-in method torch._C._has_torch_function_unary}
    23912    0.016    0.000    0.051    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2381(transform_non_affine)
    22044    0.016    0.000    0.026    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1231(set_markersize)
    49130    0.016    0.000    0.016    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:911(<listcomp>)
    19624    0.016    0.000    0.185    0.000 <__array_function__ internals>:2(round_)
     3689    0.016    0.000    0.098    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:855(get_xaxis_text1_transform)
     5824    0.016    0.000    0.060    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1651(set_minor_locator)
    40000    0.016    0.000    0.027    0.000 D:\Programs\Conda\lib\site-packages\torch\serialization.py:461(persistent_id)
21185/21063    0.016    0.000    0.049    0.000 {built-in method builtins.all}
     3598    0.015    0.000    0.096    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:931(get_yaxis_text1_transform)
     2604    0.015    0.000    0.058    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:546(_bind_draw_path_function)
     3848    0.015    0.000    0.015    0.000 {built-in method empty}
    15324    0.015    0.000    0.039    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:628(_format_maybe_minus_and_locale)
     2886    0.015    0.000    0.242    0.000 D:\Programs\Conda\lib\site-packages\torch\nn\modules\module.py:250(__init__)
     9440    0.015    0.000    0.015    0.000 {method 'detach' of 'torch._C._TensorBase' objects}
4254/1883    0.015    0.000    0.032    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\units.py:192(get_converter)
    17459    0.015    0.000    0.085    0.000 <__array_function__ internals>:2(concatenate)
     4960    0.015    0.000    0.119    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\_methods.py:106(_clip)
    15611    0.015    0.000    0.085    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:1044(set_fontsize)
    22044    0.015    0.000    0.030    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1188(set_markeredgewidth)
    16038    0.014    0.000    0.062    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:1094(set_zorder)
    17004    0.014    0.000    0.376    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:674(_from_any)
    17002    0.014    0.000    0.031    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:1254(set_usetex)
     5824    0.014    0.000    0.302    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:2086(__init__)
    32607    0.014    0.000    0.047    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:1152(set_y)
    34713    0.014    0.000    0.014    0.000 {method 'update' of 'dict' objects}
    19624    0.014    0.000    0.119    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:3168(around)
     3089    0.014    0.000    0.089    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:1248(findfont)
     5824    0.014    0.000    0.712    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:742(_set_scale)
     4960    0.014    0.000    0.083    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:263(<listcomp>)
     7939    0.014    0.000    0.032    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\path.py:161(_fast_from_codes_and_verts)
      992    0.014    0.000    2.207    0.002 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:2075(_update_label_position)
    19624    0.014    0.000    0.145    0.000 <__array_function__ internals>:2(around)
    12113    0.013    0.000    0.585    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\population.py:18(populate)
21137/20893    0.013    0.000    0.271    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:780(viewLim)
      992    0.013    0.000    0.166    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:2535(get_tick_space)
    26514    0.013    0.000    0.093    0.000 {method 'max' of 'numpy.ndarray' objects}
     7287    0.013    0.000    0.022    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:200(_set_labelrotation)
      744    0.013    0.000    5.340    0.007 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1073(get_tightbbox)
    21862    0.013    0.000    0.039    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\scale.py:108(get_transform)
    25488    0.013    0.000    0.049    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2090(transform)
18121/8653    0.013    0.000    0.037    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2340(_invalidate_internal)
    22044    0.013    0.000    0.042    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:496(set_pickradius)
    16564    0.013    0.000    0.028    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:292(fix_minus)
    15324    0.013    0.000    0.181    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:306(set_label1)
    22044    0.013    0.000    0.023    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1033(set_antialiased)
     3848    0.013    0.000    0.013    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
    48113    0.013    0.000    0.013    0.000 {built-in method builtins.vars}
     5055    0.013    0.000    0.050    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1587(transform_path_non_affine)
     1924    0.013    0.000    0.368    0.000 D:\Programs\Conda\lib\site-packages\torch\nn\modules\linear.py:75(__init__)
    37530    0.013    0.000    0.013    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_api\__init__.py:153(<genexpr>)
    27259    0.013    0.000    0.100    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1763(transform)
     7678    0.012    0.000    0.016    0.000 D:\Programs\Conda\lib\ntpath.py:124(splitdrive)
     1461    0.012    0.000    0.221    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:54(__init__)
     3966    0.012    0.000    0.158    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:272(update_from)
     5824    0.012    0.000    0.318    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:2890(__init__)
    11911    0.012    0.000    0.063    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\input.py:5(process_inputs)
    10347    0.012    0.000    0.022    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:3075(ndim)
     3689    0.012    0.000    0.086    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:881(get_xaxis_text2_transform)
    30124    0.012    0.000    0.012    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\spines.py:549(__getattr__)
    11210    0.012    0.000    0.012    0.000 {method 'astype' of 'numpy.ndarray' objects}
    64263    0.012    0.000    0.012    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1900(get_matrix)
    15324    0.012    0.000    0.174    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:319(set_label2)
    22044    0.012    0.000    0.024    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:541(set_markevery)
     7470    0.012    0.000    0.516    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1016(get_path)
     1240    0.012    0.000    2.339    0.002 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1852(_get_tick_boxes_siblings)
     3598    0.012    0.000    0.083    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:957(get_yaxis_text2_transform)
     1600    0.012    0.000    0.017    0.000 D:\Programs\Conda\lib\site-packages\torch\_tensor.py:107(_reduce_ex_internal)
    71372    0.011    0.000    0.011    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:818(get_visible)
     5824    0.011    0.000    0.019    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\scale.py:621(scale_factory)
      248    0.011    0.000    5.493    0.022 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:2781(_update_title_position)
    64274    0.011    0.000    0.011    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:1805(<listcomp>)
    22044    0.011    0.000    0.021    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1173(set_markeredgecolor)
     5668    0.011    0.000    0.011    0.000 {built-in method _make_subclass}
     7287    0.011    0.000    0.041    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:952(set_alpha)
    10293    0.011    0.000    0.205    0.000 <__array_function__ internals>:2(broadcast_arrays)
